Link,Name,Disease Name
http://babelnet.org/rdf/page/s02903290n,s02903290n
http://babelnet.org/rdf/page/s02926459n,s02926459n
http://babelnet.org/rdf/page/s02927075n,s02927075n
http://babelnet.org/rdf/page/s02929275n,s02929275n
http://babelnet.org/rdf/page/s02929866n,s02929866n
http://babelnet.org/rdf/page/s02932181n,s02932181n
http://babelnet.org/rdf/page/s02938664n,s02938664n
http://babelnet.org/rdf/page/s02939543n,s02939543n
http://babelnet.org/rdf/page/s02956092n,s02956092n
http://babelnet.org/rdf/page/s02960608n,s02960608n
http://babelnet.org/rdf/page/s02961611n,s02961611n
http://babelnet.org/rdf/page/s02962411n,s02962411n
http://babelnet.org/rdf/page/s02962904n,s02962904n
http://babelnet.org/rdf/page/s02963340n,s02963340n
http://babelnet.org/rdf/page/s02963996n,s02963996n
http://babelnet.org/rdf/page/s02967380n,s02967380n
http://babelnet.org/rdf/page/s02972783n,s02972783n
http://babelnet.org/rdf/page/s02976352n,s02976352n
http://babelnet.org/rdf/page/s02976527n,s02976527n
http://babelnet.org/rdf/page/s02982488n,s02982488n
http://babelnet.org/rdf/page/s02985479n,s02985479n
http://babelnet.org/rdf/page/s02994532n,s02994532n
http://babelnet.org/rdf/page/s03001683n,s03001683n
http://babelnet.org/rdf/page/s03004080n,s03004080n
http://babelnet.org/rdf/page/s03013932n,s03013932n
http://babelnet.org/rdf/page/s03021100n,s03021100n
http://babelnet.org/rdf/page/s03023432n,s03023432n
http://babelnet.org/rdf/page/s03024043n,s03024043n
http://babelnet.org/rdf/page/s03024167n,s03024167n
http://babelnet.org/rdf/page/s03034063n,s03034063n
http://babelnet.org/rdf/page/s03034144n,s03034144n
http://babelnet.org/rdf/page/s03040138n,s03040138n
http://babelnet.org/rdf/page/s03040674n,s03040674n
http://babelnet.org/rdf/page/s03043908n,s03043908n
http://babelnet.org/rdf/page/s03044244n,s03044244n
http://babelnet.org/rdf/page/s03054362n,s03054362n
http://babelnet.org/rdf/page/s03054705n,s03054705n
http://babelnet.org/rdf/page/s03060430n,s03060430n
http://babelnet.org/rdf/page/s03061690n,s03061690n
http://babelnet.org/rdf/page/s03066618n,s03066618n
http://babelnet.org/rdf/page/s03070501n,s03070501n
http://babelnet.org/rdf/page/s03072899n,s03072899n
http://babelnet.org/rdf/page/s03082109n,s03082109n
http://babelnet.org/rdf/page/s03082623n,s03082623n
http://babelnet.org/rdf/page/s03083027n,s03083027n
http://babelnet.org/rdf/page/s03083071n,s03083071n
http://babelnet.org/rdf/page/s03084130n,s03084130n
http://babelnet.org/rdf/page/s03085472n,s03085472n
http://babelnet.org/rdf/page/s03085491n,s03085491n
http://babelnet.org/rdf/page/s03087431n,s03087431n
http://babelnet.org/rdf/page/s03088442n,s03088442n
http://babelnet.org/rdf/page/s03088571n,s03088571n
http://babelnet.org/rdf/page/s03088597n,s03088597n
http://babelnet.org/rdf/page/s03090180n,s03090180n
http://babelnet.org/rdf/page/s03090752n,s03090752n
http://babelnet.org/rdf/page/s03094924n,s03094924n
http://babelnet.org/rdf/page/s03095686n,s03095686n
http://babelnet.org/rdf/page/s03095712n,s03095712n
http://babelnet.org/rdf/page/s03096400n,s03096400n
http://babelnet.org/rdf/page/s03096734n,s03096734n
http://babelnet.org/rdf/page/s03096943n,s03096943n
http://babelnet.org/rdf/page/s03098563n,s03098563n
http://babelnet.org/rdf/page/s03100173n,s03100173n
http://babelnet.org/rdf/page/s03101801n,s03101801n
http://babelnet.org/rdf/page/s03107332n,s03107332n
http://babelnet.org/rdf/page/s03110288n,s03110288n
http://babelnet.org/rdf/page/s03111487n,s03111487n
http://babelnet.org/rdf/page/s03111588n,s03111588n
http://babelnet.org/rdf/page/s03112375n,s03112375n
http://babelnet.org/rdf/page/s03112945n,s03112945n
http://babelnet.org/rdf/page/s03112961n,s03112961n
http://babelnet.org/rdf/page/s03113745n,s03113745n
http://babelnet.org/rdf/page/s03117097n,s03117097n
http://babelnet.org/rdf/page/s03117122n,s03117122n
http://babelnet.org/rdf/page/s03118632n,s03118632n
http://babelnet.org/rdf/page/s03119499n,s03119499n
http://babelnet.org/rdf/page/s03122026n,s03122026n
http://babelnet.org/rdf/page/s03126099n,s03126099n
http://babelnet.org/rdf/page/s03127351n,s03127351n
http://babelnet.org/rdf/page/s03127687n,s03127687n
http://babelnet.org/rdf/page/s03129034n,s03129034n
http://babelnet.org/rdf/page/s03131472n,s03131472n
http://babelnet.org/rdf/page/s03136546n,s03136546n
http://babelnet.org/rdf/page/s03137805n,s03137805n
http://babelnet.org/rdf/page/s03139938n,s03139938n
http://babelnet.org/rdf/page/s03140478n,s03140478n
http://babelnet.org/rdf/page/s03140726n,s03140726n
http://babelnet.org/rdf/page/s03144240n,s03144240n
http://babelnet.org/rdf/page/s03144311n,s03144311n
http://babelnet.org/rdf/page/s03148459n,s03148459n
http://babelnet.org/rdf/page/s03149034n,s03149034n
http://babelnet.org/rdf/page/s03153716n,s03153716n
http://babelnet.org/rdf/page/s03154002n,s03154002n
http://babelnet.org/rdf/page/s03159871n,s03159871n
http://babelnet.org/rdf/page/s03159965n,s03159965n
http://babelnet.org/rdf/page/s03161188n,s03161188n
http://babelnet.org/rdf/page/s03162641n,s03162641n
http://babelnet.org/rdf/page/s03168404n,s03168404n
http://babelnet.org/rdf/page/s03172457n,s03172457n
http://babelnet.org/rdf/page/s03175517n,s03175517n
http://babelnet.org/rdf/page/s03175902n,s03175902n
http://babelnet.org/rdf/page/s03177887n,s03177887n
http://babelnet.org/rdf/page/s03178464n,s03178464n
http://babelnet.org/rdf/page/s03182965n,s03182965n
http://babelnet.org/rdf/page/s03183598n,s03183598n
http://babelnet.org/rdf/page/s03185572n,s03185572n
http://babelnet.org/rdf/page/s03194977n,s03194977n
http://babelnet.org/rdf/page/s03195375n,s03195375n
http://babelnet.org/rdf/page/s03196240n,s03196240n
http://babelnet.org/rdf/page/s03204848n,s03204848n
http://babelnet.org/rdf/page/s03205808n,s03205808n
http://babelnet.org/rdf/page/s03209278n,s03209278n
http://babelnet.org/rdf/page/s03210970n,s03210970n
http://babelnet.org/rdf/page/s03212534n,s03212534n
http://babelnet.org/rdf/page/s03213022n,s03213022n
http://babelnet.org/rdf/page/s03215669n,s03215669n
http://babelnet.org/rdf/page/s03218460n,s03218460n
http://babelnet.org/rdf/page/s03225025n,s03225025n
http://babelnet.org/rdf/page/s03228307n,s03228307n
http://babelnet.org/rdf/page/s03229515n,s03229515n
http://babelnet.org/rdf/page/s03230687n,s03230687n
http://babelnet.org/rdf/page/s03240284n,s03240284n
http://babelnet.org/rdf/page/s03241862n,s03241862n
http://babelnet.org/rdf/page/s03246118n,s03246118n
http://babelnet.org/rdf/page/s03257699n,s03257699n
http://babelnet.org/rdf/page/s03261914n,s03261914n
http://babelnet.org/rdf/page/s03262196n,s03262196n
http://babelnet.org/rdf/page/s03266834n,s03266834n
http://babelnet.org/rdf/page/s03268003n,s03268003n
http://babelnet.org/rdf/page/s03274210n,s03274210n
http://babelnet.org/rdf/page/s03275248n,s03275248n
http://babelnet.org/rdf/page/s03279357n,s03279357n
http://babelnet.org/rdf/page/s03279736n,s03279736n
http://babelnet.org/rdf/page/s03284532n,s03284532n
http://babelnet.org/rdf/page/s03286858n,s03286858n
http://babelnet.org/rdf/page/s03290379n,s03290379n
http://babelnet.org/rdf/page/s03294046n,s03294046n
http://babelnet.org/rdf/page/s03294873n,s03294873n
http://babelnet.org/rdf/page/s03294939n,s03294939n
http://babelnet.org/rdf/page/s03299631n,s03299631n
http://babelnet.org/rdf/page/s03300631n,s03300631n
http://babelnet.org/rdf/page/s03305940n,s03305940n
http://babelnet.org/rdf/page/s03306351n,s03306351n
http://babelnet.org/rdf/page/s03306352n,s03306352n
http://babelnet.org/rdf/page/s03314834n,s03314834n
http://babelnet.org/rdf/page/s03317738n,s03317738n
http://babelnet.org/rdf/page/s03322926n,s03322926n
http://babelnet.org/rdf/page/s03324146n,s03324146n
http://babelnet.org/rdf/page/s03324362n,s03324362n
http://babelnet.org/rdf/page/s03325931n,s03325931n
http://babelnet.org/rdf/page/s03325949n,s03325949n
http://babelnet.org/rdf/page/s03327534n,s03327534n
http://babelnet.org/rdf/page/s03343683n,s03343683n
http://babelnet.org/rdf/page/s03346969n,s03346969n
http://babelnet.org/rdf/page/s03349329n,s03349329n
http://babelnet.org/rdf/page/s03350078n,s03350078n
http://babelnet.org/rdf/page/s03352623n,s03352623n
http://babelnet.org/rdf/page/s03354342n,s03354342n
http://babelnet.org/rdf/page/s03358474n,s03358474n
http://babelnet.org/rdf/page/s03360970n,s03360970n
http://babelnet.org/rdf/page/s03364296n,s03364296n
http://babelnet.org/rdf/page/s03364429n,s03364429n
http://babelnet.org/rdf/page/s03367507n,s03367507n
http://babelnet.org/rdf/page/s03367931n,s03367931n
http://babelnet.org/rdf/page/s03369954n,s03369954n
http://babelnet.org/rdf/page/s03369962n,s03369962n
http://babelnet.org/rdf/page/s03370076n,s03370076n
http://babelnet.org/rdf/page/s03371260n,s03371260n
http://babelnet.org/rdf/page/s03372733n,s03372733n
http://babelnet.org/rdf/page/s03374245n,s03374245n
http://babelnet.org/rdf/page/s03376488n,s03376488n
http://babelnet.org/rdf/page/s03376499n,s03376499n
http://babelnet.org/rdf/page/s03376662n,s03376662n
http://babelnet.org/rdf/page/s03377173n,s03377173n
http://babelnet.org/rdf/page/s03379840n,s03379840n
http://babelnet.org/rdf/page/s03382811n,s03382811n
http://babelnet.org/rdf/page/s03383171n,s03383171n
http://babelnet.org/rdf/page/s03387020n,s03387020n
http://babelnet.org/rdf/page/s03393337n,s03393337n
http://babelnet.org/rdf/page/s03398707n,s03398707n
http://babelnet.org/rdf/page/s03402795n,s03402795n
http://babelnet.org/rdf/page/s03410941n,s03410941n
http://babelnet.org/rdf/page/s03410956n,s03410956n
http://babelnet.org/rdf/page/s03411796n,s03411796n
http://babelnet.org/rdf/page/s03412479n,s03412479n
http://babelnet.org/rdf/page/s03414691n,s03414691n
http://babelnet.org/rdf/page/s03419584n,s03419584n
http://babelnet.org/rdf/page/s03427522n,s03427522n
http://babelnet.org/rdf/page/s03427961n,s03427961n
http://babelnet.org/rdf/page/s03430526n,s03430526n
http://babelnet.org/rdf/page/s03430533n,s03430533n
http://babelnet.org/rdf/page/s03430739n,s03430739n
http://babelnet.org/rdf/page/s03432222n,s03432222n
http://babelnet.org/rdf/page/s03432682n,s03432682n
http://babelnet.org/rdf/page/s03434730n,s03434730n
http://babelnet.org/rdf/page/s03438572n,s03438572n
http://babelnet.org/rdf/page/s03440926n,s03440926n
http://babelnet.org/rdf/page/s03441844n,s03441844n
http://babelnet.org/rdf/page/s03442132n,s03442132n
http://babelnet.org/rdf/page/s03444179n,s03444179n
http://babelnet.org/rdf/page/s03444856n,s03444856n
http://babelnet.org/rdf/page/s03448771n,s03448771n
http://babelnet.org/rdf/page/s03452181n,s03452181n
http://babelnet.org/rdf/page/s03453800n,s03453800n
http://babelnet.org/rdf/page/s03455609n,s03455609n
http://babelnet.org/rdf/page/s03455663n,s03455663n
http://babelnet.org/rdf/page/s03457414n,s03457414n
http://babelnet.org/rdf/page/s03460349n,s03460349n
http://babelnet.org/rdf/page/s03463329n,s03463329n
http://babelnet.org/rdf/page/s03472691n,s03472691n
http://babelnet.org/rdf/page/s03475871n,s03475871n
http://babelnet.org/rdf/page/s03477072n,s03477072n
http://babelnet.org/rdf/page/s03482803n,s03482803n
http://babelnet.org/rdf/page/s03483718n,s03483718n
http://babelnet.org/rdf/page/s03485054n,s03485054n
http://babelnet.org/rdf/page/s03493544n,s03493544n
http://babelnet.org/rdf/page/s03496652n,s03496652n
http://babelnet.org/rdf/page/s03497473n,s03497473n
http://babelnet.org/rdf/page/s03498315n,s03498315n
http://babelnet.org/rdf/page/s03498382n,s03498382n
http://babelnet.org/rdf/page/s03499113n,s03499113n
http://babelnet.org/rdf/page/s03499117n,s03499117n
http://babelnet.org/rdf/page/s03500848n,s03500848n
http://babelnet.org/rdf/page/s03504203n,s03504203n
http://babelnet.org/rdf/page/s03504654n,s03504654n
http://babelnet.org/rdf/page/s03506027n,s03506027n
http://babelnet.org/rdf/page/s03508931n,s03508931n
http://babelnet.org/rdf/page/s03509665n,s03509665n
http://babelnet.org/rdf/page/s03511638n,s03511638n
http://babelnet.org/rdf/page/s03514362n,s03514362n
http://babelnet.org/rdf/page/s03519080n,s03519080n
http://babelnet.org/rdf/page/s03519711n,s03519711n
http://babelnet.org/rdf/page/s03520284n,s03520284n
http://babelnet.org/rdf/page/s03520466n,s03520466n
http://babelnet.org/rdf/page/s03520506n,s03520506n
http://babelnet.org/rdf/page/s03526007n,s03526007n
http://babelnet.org/rdf/page/s03530923n,s03530923n
http://babelnet.org/rdf/page/s03531556n,s03531556n
http://babelnet.org/rdf/page/s03531728n,s03531728n
http://babelnet.org/rdf/page/s03541241n,s03541241n
http://babelnet.org/rdf/page/s03541504n,s03541504n
http://babelnet.org/rdf/page/s03543579n,s03543579n
http://babelnet.org/rdf/page/s03544499n,s03544499n
http://babelnet.org/rdf/page/s03544517n,s03544517n
http://babelnet.org/rdf/page/s03546956n,s03546956n
http://babelnet.org/rdf/page/s03548442n,s03548442n
http://babelnet.org/rdf/page/s03554980n,s03554980n
http://babelnet.org/rdf/page/s03556022n,s03556022n
http://babelnet.org/rdf/page/s03558844n,s03558844n
http://babelnet.org/rdf/page/s03560256n,s03560256n
http://babelnet.org/rdf/page/s03573684n,s03573684n
http://babelnet.org/rdf/page/s03575642n,s03575642n
http://babelnet.org/rdf/page/s03579314n,s03579314n
http://babelnet.org/rdf/page/s03579396n,s03579396n
http://babelnet.org/rdf/page/s03581274n,s03581274n
http://babelnet.org/rdf/page/s03581295n,s03581295n
http://babelnet.org/rdf/page/s03583661n,s03583661n
http://babelnet.org/rdf/page/s03584185n,s03584185n
http://babelnet.org/rdf/page/s03584379n,s03584379n
http://babelnet.org/rdf/page/s03590508n,s03590508n
http://babelnet.org/rdf/page/s03591575n,s03591575n
http://babelnet.org/rdf/page/s03597034n,s03597034n
http://babelnet.org/rdf/page/s03597395n,s03597395n
http://babelnet.org/rdf/page/s03597668n,s03597668n
http://babelnet.org/rdf/page/s03599457n,s03599457n
http://babelnet.org/rdf/page/s03599462n,s03599462n
http://babelnet.org/rdf/page/s03601729n,s03601729n
http://babelnet.org/rdf/page/s03607149n,s03607149n
http://babelnet.org/rdf/page/s03609649n,s03609649n
http://babelnet.org/rdf/page/s03610180n,s03610180n
http://babelnet.org/rdf/page/s03616035n,s03616035n
http://babelnet.org/rdf/page/s03616040n,s03616040n
http://babelnet.org/rdf/page/s03616119n,s03616119n
http://babelnet.org/rdf/page/s03616134n,s03616134n
http://babelnet.org/rdf/page/s03616138n,s03616138n
http://babelnet.org/rdf/page/s03616236n,s03616236n
http://babelnet.org/rdf/page/s03616261n,s03616261n
http://babelnet.org/rdf/page/s03616285n,s03616285n
http://babelnet.org/rdf/page/s03616406n,s03616406n
http://babelnet.org/rdf/page/s03616435n,s03616435n
http://babelnet.org/rdf/page/s03616445n,s03616445n
http://babelnet.org/rdf/page/s03616491n,s03616491n
http://babelnet.org/rdf/page/s03617232n,s03617232n
http://babelnet.org/rdf/page/s03617521n,s03617521n
http://babelnet.org/rdf/page/s03618548n,s03618548n
http://babelnet.org/rdf/page/s03629414n,s03629414n
http://babelnet.org/rdf/page/s03635870n,s03635870n
http://babelnet.org/rdf/page/s03640965n,s03640965n
http://babelnet.org/rdf/page/s03640991n,s03640991n
http://babelnet.org/rdf/page/s03645777n,s03645777n
http://babelnet.org/rdf/page/s03660419n,s03660419n
http://babelnet.org/rdf/page/s03660484n,s03660484n
http://babelnet.org/rdf/page/s03660843n,s03660843n
http://babelnet.org/rdf/page/s03662348n,s03662348n
http://babelnet.org/rdf/page/s03666978n,s03666978n
http://babelnet.org/rdf/page/s03674031n,s03674031n
http://babelnet.org/rdf/page/s03675267n,s03675267n
http://babelnet.org/rdf/page/s03677653n,s03677653n
http://babelnet.org/rdf/page/s03677868n,s03677868n
http://babelnet.org/rdf/page/s03681440n,s03681440n
http://babelnet.org/rdf/page/s03682334n,s03682334n
http://babelnet.org/rdf/page/s03685914n,s03685914n
http://babelnet.org/rdf/page/s03687203n,s03687203n
http://babelnet.org/rdf/page/s03690008n,s03690008n
http://babelnet.org/rdf/page/s03690107n,s03690107n
http://babelnet.org/rdf/page/s03690131n,s03690131n
http://babelnet.org/rdf/page/s03690143n,s03690143n
http://babelnet.org/rdf/page/s03690193n,s03690193n
http://babelnet.org/rdf/page/s03696034n,s03696034n
http://babelnet.org/rdf/page/s03706656n,s03706656n
http://babelnet.org/rdf/page/s03707280n,s03707280n
http://babelnet.org/rdf/page/s03717251n,s03717251n
http://babelnet.org/rdf/page/s03719219n,s03719219n
http://babelnet.org/rdf/page/s03719624n,s03719624n
http://babelnet.org/rdf/page/s03723934n,s03723934n
http://babelnet.org/rdf/page/s03723951n,s03723951n
http://babelnet.org/rdf/page/s03725299n,s03725299n
http://babelnet.org/rdf/page/s03725463n,s03725463n
http://babelnet.org/rdf/page/s03725475n,s03725475n
http://babelnet.org/rdf/page/s03732283n,s03732283n
http://babelnet.org/rdf/page/s03732780n,s03732780n
http://babelnet.org/rdf/page/s03733586n,s03733586n
http://babelnet.org/rdf/page/s03735041n,s03735041n
http://babelnet.org/rdf/page/s03745585n,s03745585n
http://babelnet.org/rdf/page/s03748634n,s03748634n
http://babelnet.org/rdf/page/s03748755n,s03748755n
http://babelnet.org/rdf/page/s03753236n,s03753236n
http://babelnet.org/rdf/page/s03759152n,s03759152n
http://babelnet.org/rdf/page/s03759968n,s03759968n
http://babelnet.org/rdf/page/s03765059n,s03765059n
http://babelnet.org/rdf/page/s03767606n,s03767606n
http://babelnet.org/rdf/page/s03767648n,s03767648n
http://babelnet.org/rdf/page/s03776091n,s03776091n
http://babelnet.org/rdf/page/s03784771n,s03784771n
http://babelnet.org/rdf/page/s03785110n,s03785110n
http://babelnet.org/rdf/page/s03797308n,s03797308n
http://babelnet.org/rdf/page/s03799707n,s03799707n
http://babelnet.org/rdf/page/s03809194n,s03809194n
http://babelnet.org/rdf/page/s03809896n,s03809896n
http://babelnet.org/rdf/page/s03809956n,s03809956n
http://babelnet.org/rdf/page/s03813889n,s03813889n
http://babelnet.org/rdf/page/s03822945n,s03822945n
http://babelnet.org/rdf/page/s03829262n,s03829262n
http://babelnet.org/rdf/page/s03829910n,s03829910n
http://babelnet.org/rdf/page/s03831018n,s03831018n
http://babelnet.org/rdf/page/s03839817n,s03839817n
http://babelnet.org/rdf/page/s03841990n,s03841990n
http://babelnet.org/rdf/page/s03841996n,s03841996n
http://babelnet.org/rdf/page/s03854044n,s03854044n
http://babelnet.org/rdf/page/s03856091n,s03856091n
http://babelnet.org/rdf/page/s03862923n,s03862923n
http://babelnet.org/rdf/page/s03865695n,s03865695n
http://babelnet.org/rdf/page/s03866484n,s03866484n
http://babelnet.org/rdf/page/s03866779n,s03866779n
http://babelnet.org/rdf/page/s03868507n,s03868507n
http://babelnet.org/rdf/page/s03871611n,s03871611n
http://babelnet.org/rdf/page/s03872422n,s03872422n
http://babelnet.org/rdf/page/s03874026n,s03874026n
http://babelnet.org/rdf/page/s03874541n,s03874541n
http://babelnet.org/rdf/page/s03876238n,s03876238n
http://babelnet.org/rdf/page/s03876802n,s03876802n
http://babelnet.org/rdf/page/s03877650n,s03877650n
http://babelnet.org/rdf/page/s03879396n,s03879396n
http://babelnet.org/rdf/page/s03884268n,s03884268n
http://babelnet.org/rdf/page/s03884322n,s03884322n
