Link,Name,Disease Name,Is it in Wikidata?
http://babelnet.org/rdf/page/s02048098n,s02048098n,Protein_contact_dermatitis,Yes
http://babelnet.org/rdf/page/s02060398n,s02060398n,Acinic_cell_carcinoma_of_the_lung,Yes
http://babelnet.org/rdf/page/s02070699n,s02070699n,Defatting_(medical),
http://babelnet.org/rdf/page/s02072478n,s02072478n,Central_sleep_apnea,Yes
http://babelnet.org/rdf/page/s02072954n,s02072954n,Neonatal_withdrawal,
http://babelnet.org/rdf/page/s02075674n,s02075674n,Macrocephaly-capillary_malformation,Yes
http://babelnet.org/rdf/page/s02077103n,s02077103n,Oliver–McFarlane_syndrome,Yes
http://babelnet.org/rdf/page/s02077703n,s02077703n,Ophthalmia_nodosa,Yes
http://babelnet.org/rdf/page/s02080492n,s02080492n,Cannabis_use_disorder,
http://babelnet.org/rdf/page/s02085495n,s02085495n,Stenosing_tenosynovitis,Yes
http://babelnet.org/rdf/page/s02096021n,s02096021n,Hematidrosis,Yes
http://babelnet.org/rdf/page/s02097244n,s02097244n,McKusick–Kaufman_syndrome,Yes
http://babelnet.org/rdf/page/s02098085n,s02098085n,Thought_disorder,Yes
http://babelnet.org/rdf/page/s02103466n,s02103466n,Paris-Trousseau_syndrome,Yes
http://babelnet.org/rdf/page/s02112807n,s02112807n,Palmoplantar_ectodermal_dysplasia,Yes
http://babelnet.org/rdf/page/s02114628n,s02114628n,Complement_3_deficiency,Yes
http://babelnet.org/rdf/page/s02114934n,s02114934n,Radial_scar,Yes
http://babelnet.org/rdf/page/s02120816n,s02120816n,Eosinophilic_pustular_folliculitis_of_infancy,Yes
http://babelnet.org/rdf/page/s02124100n,s02124100n,Progestin-induced_virilization,
http://babelnet.org/rdf/page/s02125748n,s02125748n,Neutrophil_immunodeficiency_syndrome,Yes
http://babelnet.org/rdf/page/s02125898n,s02125898n,Nevus_psiloliparus,Yes
http://babelnet.org/rdf/page/s02129367n,s02129367n,Njolstad_syndrome,Yes
http://babelnet.org/rdf/page/s02130684n,s02130684n,Intossicazione_da_molluschi_paralizzanti,
http://babelnet.org/rdf/page/s02131875n,s02131875n,Multiple_endocrine_neoplasia,Yes
http://babelnet.org/rdf/page/s02132627n,s02132627n,Nonunion,Yes
http://babelnet.org/rdf/page/s02141422n,s02141422n,Dysferlinopathie,Yes,
http://babelnet.org/rdf/page/s02152380n,s02152380n,Neurofibromatose_de_type_II,Yes,
http://babelnet.org/rdf/page/s02162182n,s02162182n,Leukocyte_adhesion_deficiency-1,Yes
http://babelnet.org/rdf/page/s02162186n,s02162186n,Congenital_disorder_of_glycosylation_type_IIc,Yes
http://babelnet.org/rdf/page/s02163887n,s02163887n,Hypertrophic_decidual_vasculopathy,Yes
http://babelnet.org/rdf/page/s02169184n,s02169184n,Berthierita,
http://babelnet.org/rdf/page/s02172206n,s02172206n,Couronne_perlée_du_gland,Yes,
http://babelnet.org/rdf/page/s02173396n,s02173396n,Querulant,
http://babelnet.org/rdf/page/s02177292n,s02177292n,Garrod's_tetrad,
http://babelnet.org/rdf/page/s02178691n,s02178691n,Ribose-5-phosphate_isomerase_deficiency,Yes
http://babelnet.org/rdf/page/s02183220n,s02183220n,Cramp_fasciculation_syndrome,Yes
http://babelnet.org/rdf/page/s02191206n,s02191206n,Microphthalmia–dermal_aplasia–sclerocornea_syndrome,Yes
http://babelnet.org/rdf/page/s02200893n,s02200893n,Missouri_Lyme_disease,Yes
http://babelnet.org/rdf/page/s02202281n,s02202281n,Lymphoepithelial_lesion,Yes
http://babelnet.org/rdf/page/s02212869n,s02212869n,Mukamel_syndrome,Yes
http://babelnet.org/rdf/page/s02214257n,s02214257n,Primary_mediastinal_(thymic)_large_B_cell_lymphoma,
http://babelnet.org/rdf/page/s02214280n,s02214280n,Lymphome_B_primitif_du_médiastin,Yes,
http://babelnet.org/rdf/page/s02214793n,s02214793n,Multiple_pterygium_syndrome,Yes
http://babelnet.org/rdf/page/s02217972n,s02217972n,Laugier–Hunziker_syndrome,Yes
http://babelnet.org/rdf/page/s02217986n,s02217986n,Leiner's_disease,Yes
http://babelnet.org/rdf/page/s02220173n,s02220173n,Lethal_acantholytic_epidermolysis_bullosa,Yes
http://babelnet.org/rdf/page/s02222531n,s02222531n,Contracción_auricular_prematura,Yes,
http://babelnet.org/rdf/page/s02222887n,s02222887n,LIG4_syndrome,Yes
http://babelnet.org/rdf/page/s02222891n,s02222891n,Limb–mammary_syndrome,Yes
http://babelnet.org/rdf/page/s02223010n,s02223010n,Miopatía_mitocondrial,Yes,
http://babelnet.org/rdf/page/s02223980n,s02223980n,Ichthyosis_with_confetti,Yes
http://babelnet.org/rdf/page/s02224755n,s02224755n,jargon_aphasia,Yes
http://babelnet.org/rdf/page/s02231320n,s02231320n,Lowry–MacLean_syndrome,Yes
http://babelnet.org/rdf/page/s02232086n,s02232086n,Health_effects_of_pesticides,Yes
http://babelnet.org/rdf/page/s02234875n,s02234875n,Pain_disorder,Yes
http://babelnet.org/rdf/page/s02239780n,s02239780n,Irritant_folliculitis,Yes
http://babelnet.org/rdf/page/s02244982n,s02244982n,Sarcoma_de_partes_blandas,Yes,
http://babelnet.org/rdf/page/s02255691n,s02255691n,Limb_girdle_syndrome,Yes
http://babelnet.org/rdf/page/s02255696n,s02255696n,Axillary_nerve_palsy,Yes
http://babelnet.org/rdf/page/s02256815n,s02256815n,Délétions_de_l'Y,Yes,
http://babelnet.org/rdf/page/s02257366n,s02257366n,Central_nervous_system_depression,Yes
http://babelnet.org/rdf/page/s02260113n,s02260113n,Progressive_transformation_of_germinal_centres,Yes
http://babelnet.org/rdf/page/s02281864n,s02281864n,Sacro-iliite,Yes,
http://babelnet.org/rdf/page/s02284748n,s02284748n,Tarsal_coalition,Yes
http://babelnet.org/rdf/page/s02289161n,s02289161n,Mungan_syndrome,Yes
http://babelnet.org/rdf/page/s02290255n,s02290255n,Metachondromatosis,Yes
http://babelnet.org/rdf/page/s02302366n,s02302366n,Median_nerve_palsy,Yes
http://babelnet.org/rdf/page/s02303151n,s02303151n,Hipervitaminosis_A,Yes,
http://babelnet.org/rdf/page/s02305269n,s02305269n,Mild_androgen_insensitivity_syndrome,Yes
http://babelnet.org/rdf/page/s02311572n,s02311572n,carnosity,Yes
http://babelnet.org/rdf/page/s02312805n,s02312805n,Solid_pseudopapillary_tumour,Yes
http://babelnet.org/rdf/page/s02314417n,s02314417n,Ascher's_syndrome,Yes
http://babelnet.org/rdf/page/s02321011n,s02321011n,Pouchite,Yes,
http://babelnet.org/rdf/page/s02324463n,s02324463n,Terminal_complement_pathway_deficiency,Yes
http://babelnet.org/rdf/page/s02324684n,s02324684n,Intraparenchymal_hemorrhage,Yes
http://babelnet.org/rdf/page/s02327807n,s02327807n,D-Glyceric_acidemia,Yes
http://babelnet.org/rdf/page/s02334464n,s02334464n,Fregoli_delusion,Yes
http://babelnet.org/rdf/page/s02334612n,s02334612n,Colite_microscopica,
http://babelnet.org/rdf/page/s02334737n,s02334737n,Extravasation_(intravenous),
http://babelnet.org/rdf/page/s02339114n,s02339114n,Glycogen_storage_disease_type_0,Yes
http://babelnet.org/rdf/page/s02342043n,s02342043n,Hyperphosphatasia_with_mental_retardation_syndrome,
http://babelnet.org/rdf/page/s02343628n,s02343628n,Goblet_cell_carcinoid,Yes
http://babelnet.org/rdf/page/s02343728n,s02343728n,Inherited_disorders_of_trafficking,Yes
http://babelnet.org/rdf/page/s02345257n,s02345257n,Brain_herniation,Yes
http://babelnet.org/rdf/page/s02350536n,s02350536n,Piblokto,Yes
http://babelnet.org/rdf/page/s02352433n,s02352433n,MBL_deficiency,Yes
http://babelnet.org/rdf/page/s02354871n,s02354871n,disease_mongering,Yes
http://babelnet.org/rdf/page/s02367998n,s02367998n,Chemical_eye_injury,Yes
http://babelnet.org/rdf/page/s02369738n,s02369738n,Metallosis,Yes
http://babelnet.org/rdf/page/s02374216n,s02374216n,Eritema_infeccioso,Yes,
http://babelnet.org/rdf/page/s02375285n,s02375285n,Avellis_syndrome,Yes
http://babelnet.org/rdf/page/s02379374n,s02379374n,neurocristopathy,Yes
http://babelnet.org/rdf/page/s02385154n,s02385154n,Infantile_convulsions_and_choreoathetosis,Yes
http://babelnet.org/rdf/page/s02389909n,s02389909n,Hemihyperplasia–multiple_lipomatosis_syndrome,Yes
http://babelnet.org/rdf/page/s02391969n,s02391969n,Papillomatosis_cutis_carcinoides,Yes
http://babelnet.org/rdf/page/s02392153n,s02392153n,ear_mite,Yes
http://babelnet.org/rdf/page/s02396480n,s02396480n,aboulie,Yes,
http://babelnet.org/rdf/page/s02397256n,s02397256n,Ventilator-associated_pneumonia,Yes
http://babelnet.org/rdf/page/s02398275n,s02398275n,Hyperprolactinemic_SAHA_syndrome,Yes
http://babelnet.org/rdf/page/s02398277n,s02398277n,Excess_ovarian_androgen_release_syndrome,Yes
http://babelnet.org/rdf/page/s02400207n,s02400207n,Myoclonic_astatic_epilepsy,Yes
http://babelnet.org/rdf/page/s02410071n,s02410071n,Cervical_intraepithelial_neoplasia,Yes
http://babelnet.org/rdf/page/s02412820n,s02412820n,Hurthle_cell,Yes
http://babelnet.org/rdf/page/s02412984n,s02412984n,SHORT_syndrome,Yes
http://babelnet.org/rdf/page/s02416190n,s02416190n,Hyperkeratotic_cutaneous_capillary-venous_malformation,Yes
http://babelnet.org/rdf/page/s02416220n,s02416220n,Hypotrichosis–lymphedema–telangiectasia_syndrome,Yes
http://babelnet.org/rdf/page/s02419050n,s02419050n,Absence_of_gluteal_muscle,Yes
http://babelnet.org/rdf/page/s02419238n,s02419238n,Ackerman_syndrome,Yes
http://babelnet.org/rdf/page/s02425577n,s02425577n,Canine_influenza,
http://babelnet.org/rdf/page/s02428205n,s02428205n,Facomatosi,
http://babelnet.org/rdf/page/s02431990n,s02431990n,Picardy_sweat,Yes
http://babelnet.org/rdf/page/s02433653n,s02433653n,Depresión_melancólica,Yes,
http://babelnet.org/rdf/page/s02434346n,s02434346n,VIPoma,Yes
http://babelnet.org/rdf/page/s02438692n,s02438692n,Morton's_neuroma,Yes
http://babelnet.org/rdf/page/s02449443n,s02449443n,Bone_tumor,Yes
http://babelnet.org/rdf/page/s02452487n,s02452487n,Gastrocutaneous_syndrome,Yes
http://babelnet.org/rdf/page/s02454319n,s02454319n,Multifocal_motor_neuropathy,Yes
http://babelnet.org/rdf/page/s02456861n,s02456861n,osteochondritis,Yes
http://babelnet.org/rdf/page/s02458746n,s02458746n,flail_chest,Yes
http://babelnet.org/rdf/page/s02460405n,s02460405n,Infiammazione_neurogenica,
http://babelnet.org/rdf/page/s02464199n,s02464199n,binge_eating_disorder,Yes
http://babelnet.org/rdf/page/s02470090n,s02470090n,Angiomatose,Yes,
http://babelnet.org/rdf/page/s02470125n,s02470125n,Arachnoid_cyst,Yes
http://babelnet.org/rdf/page/s02470215n,s02470215n,ulcera_varicosa,Yes,
http://babelnet.org/rdf/page/s02473630n,s02473630n,Glycerol_kinase_deficiency,Yes
http://babelnet.org/rdf/page/s02480169n,s02480169n,Stato_di_male_emicranico,
http://babelnet.org/rdf/page/s02481596n,s02481596n,Aspergilloma,Yes
http://babelnet.org/rdf/page/s02486154n,s02486154n,Salivary_gland–like_carcinoma_of_the_lung,Yes
http://babelnet.org/rdf/page/s02486683n,s02486683n,Diabetic_foot,Yes
http://babelnet.org/rdf/page/s02488390n,s02488390n,Pseudoneurotic_schizophrenia,Yes
http://babelnet.org/rdf/page/s02491013n,s02491013n,Bile_acid_malabsorption,Yes
http://babelnet.org/rdf/page/s02491808n,s02491808n,Eritrasma,Yes,
http://babelnet.org/rdf/page/s02496886n,s02496886n,Adenoma_pleomorfo,
http://babelnet.org/rdf/page/s02504535n,s02504535n,Opsismodysplasia,Yes
http://babelnet.org/rdf/page/s02506686n,s02506686n,Behr_syndrome,Yes
http://babelnet.org/rdf/page/s02507676n,s02507676n,Inflammatory_myeloblastic_tumor,Yes
http://babelnet.org/rdf/page/s02509689n,s02509689n,Grinker_myelinopathy,Yes
http://babelnet.org/rdf/page/s02511902n,s02511902n,Bocio_multinodular_tóxico,Yes,
http://babelnet.org/rdf/page/s02513332n,s02513332n,Intestinal_spirochetosis,Yes
http://babelnet.org/rdf/page/s02515732n,s02515732n,Lentigo_maligna_melanoma,Yes
http://babelnet.org/rdf/page/s02519514n,s02519514n,Leukotriene_C4_synthase_deficiency,Yes
http://babelnet.org/rdf/page/s02519524n,s02519524n,Ghosal_hematodiaphyseal_dysplasia,Yes
http://babelnet.org/rdf/page/s02520672n,s02520672n,Neurodegeneration_with_brain_iron_accumulation,Yes
http://babelnet.org/rdf/page/s02520930n,s02520930n,spondylodiscitis,Yes
http://babelnet.org/rdf/page/s02523181n,s02523181n,Dermite_des_chaufferettes,Yes,
http://babelnet.org/rdf/page/s02523723n,s02523723n,Livedo_reticolare,
http://babelnet.org/rdf/page/s02528101n,s02528101n,Chromosomal_fragile_site,Yes
http://babelnet.org/rdf/page/s02528258n,s02528258n,Toxic_encephalopathy,Yes
http://babelnet.org/rdf/page/s02531856n,s02531856n,ACDC_(medicine),
http://babelnet.org/rdf/page/s02539212n,s02539212n,Lymphoepithelioma-like_carcinoma,Yes
http://babelnet.org/rdf/page/s02539607n,s02539607n,Legius_syndrome,Yes
http://babelnet.org/rdf/page/s02539691n,s02539691n,Buccal_bifurcation_cyst,Yes
http://babelnet.org/rdf/page/s02540085n,s02540085n,Microvascular_occlusion,Yes
http://babelnet.org/rdf/page/s02540827n,s02540827n,Odontogenic_cyst,Yes
http://babelnet.org/rdf/page/s02541136n,s02541136n,Athletic_pubalgia,Yes
http://babelnet.org/rdf/page/s02542598n,s02542598n,Hipertensión_renovascular,Yes,
http://babelnet.org/rdf/page/s02544543n,s02544543n,Levo-Transposition_of_the_great_arteries,Yes
http://babelnet.org/rdf/page/s02544650n,s02544650n,Sebaceous_lymphadenoma,Yes
http://babelnet.org/rdf/page/s02548248n,s02548248n,Microhematuria,Yes
http://babelnet.org/rdf/page/s02548618n,s02548618n,Eosinophilic_fasciitis,Yes
http://babelnet.org/rdf/page/s02549478n,s02549478n,Salivary_duct_carcinoma,Yes
http://babelnet.org/rdf/page/s02555744n,s02555744n,Hypoestrogenism,Yes
http://babelnet.org/rdf/page/s02556857n,s02556857n,Pediatric_ependymoma,Yes
http://babelnet.org/rdf/page/s02556931n,s02556931n,Litiasis_urinaria,Yes,
http://babelnet.org/rdf/page/s02559018n,s02559018n,Dental_subluxation,Yes
http://babelnet.org/rdf/page/s02561030n,s02561030n,Reduced_affect_display,Yes
http://babelnet.org/rdf/page/s02561248n,s02561248n,hypergammaglobulinemia,Yes
http://babelnet.org/rdf/page/s02574785n,s02574785n,dolichostenomelia,Yes
http://babelnet.org/rdf/page/s02576305n,s02576305n,Osteochondropathy,Yes
http://babelnet.org/rdf/page/s02576626n,s02576626n,Carcinome_neuroendocrine_à_cellules_géantes_du_poumon,Yes,
http://babelnet.org/rdf/page/s02576825n,s02576825n,Cefalea_por_abuso_de_medicación,Yes,
http://babelnet.org/rdf/page/s02579448n,s02579448n,Cardiomiopatia_restrittiva,
http://babelnet.org/rdf/page/s02588024n,s02588024n,Plum_syndrome,Yes
http://babelnet.org/rdf/page/s02592580n,s02592580n,Cholinergic_crisis,
http://babelnet.org/rdf/page/s02596663n,s02596663n,Distal_renal_tubular_acidosis,Yes
http://babelnet.org/rdf/page/s02596664n,s02596664n,Proximal_renal_tubular_acidosis,Yes
http://babelnet.org/rdf/page/s02596916n,s02596916n,MonoMAC,Yes
http://babelnet.org/rdf/page/s02604188n,s02604188n,Paradental_cyst,Yes
http://babelnet.org/rdf/page/s02605941n,s02605941n,Bronchopulmonary_dysplasia,Yes
http://babelnet.org/rdf/page/s02607125n,s02607125n,Littoral_cell_angioma,Yes
http://babelnet.org/rdf/page/s02609567n,s02609567n,pachygyria,Yes
http://babelnet.org/rdf/page/s02609595n,s02609595n,Pachydermopériostose,Yes,
http://babelnet.org/rdf/page/s02613886n,s02613886n,Money_disorder,Yes
http://babelnet.org/rdf/page/s02615626n,s02615626n,Biphasic_disease,Yes
http://babelnet.org/rdf/page/s02619511n,s02619511n,Chorangiosis,Yes
http://babelnet.org/rdf/page/s02623542n,s02623542n,Adermatoglifia,Yes,
http://babelnet.org/rdf/page/s02627944n,s02627944n,Ovarian_fibroma,Yes
http://babelnet.org/rdf/page/s02632114n,s02632114n,Hypertonia,
http://babelnet.org/rdf/page/s02633284n,s02633284n,Adenomyoepithelioma_of_the_breast,Yes
http://babelnet.org/rdf/page/s02635358n,s02635358n,Lentigo_maligna,Yes
http://babelnet.org/rdf/page/s02635467n,s02635467n,Fetal_thrombotic_vasculopathy,Yes
http://babelnet.org/rdf/page/s02637745n,s02637745n,Familial_British_dementia,Yes
http://babelnet.org/rdf/page/s02642947n,s02642947n,Orbital_apex_syndrome,Yes
http://babelnet.org/rdf/page/s02643756n,s02643756n,Villitis_of_unknown_etiology,Yes
http://babelnet.org/rdf/page/s02645993n,s02645993n,Airway_obstruction,Yes
http://babelnet.org/rdf/page/s02650079n,s02650079n,Teunissen–Cremers_syndrome,Yes
http://babelnet.org/rdf/page/s02651225n,s02651225n,Collagenous_spherulosis,Yes
http://babelnet.org/rdf/page/s02654718n,s02654718n,Glassy_cell_carcinoma_of_the_cervix,Yes
http://babelnet.org/rdf/page/s02655906n,s02655906n,Tunnel_cluster,Yes
http://babelnet.org/rdf/page/s02656283n,s02656283n,Neumoperitoneo,Yes,
http://babelnet.org/rdf/page/s02658631n,s02658631n,Congenital_melanocytic_nevus,Yes
http://babelnet.org/rdf/page/s02658990n,s02658990n,paraproctitis,Yes
http://babelnet.org/rdf/page/s02660497n,s02660497n,Amnesia_infantil,Yes,
http://babelnet.org/rdf/page/s02660857n,s02660857n,Villoglandular_adenocarcinoma_of_the_cervix,Yes
http://babelnet.org/rdf/page/s02665548n,s02665548n,Labial_fusion,Yes
http://babelnet.org/rdf/page/s02667247n,s02667247n,Ring_18,Yes
http://babelnet.org/rdf/page/s02667770n,s02667770n,Adenovirus_infection,
http://babelnet.org/rdf/page/s02673425n,s02673425n,Congenital_dyserythropoietic_anemia_type_I,Yes
http://babelnet.org/rdf/page/s02677333n,s02677333n,Chronic_deciduitis,Yes
http://babelnet.org/rdf/page/s02681322n,s02681322n,Congenital_dyserythropoietic_anemia_type_IV,Yes
http://babelnet.org/rdf/page/s02683495n,s02683495n,Chromatin_bridge,Yes
http://babelnet.org/rdf/page/s02688189n,s02688189n,Low-grade_fibromyxoid_sarcoma,Yes
http://babelnet.org/rdf/page/s02696184n,s02696184n,Dito_a_martello,
http://babelnet.org/rdf/page/s02696325n,s02696325n,Intranodal_palisaded_myofibroblastoma,Yes
http://babelnet.org/rdf/page/s02701243n,s02701243n,Fibrocartilaginous_mesenchymoma_of_bone,Yes
http://babelnet.org/rdf/page/s02701870n,s02701870n,Simon_focus,Yes
http://babelnet.org/rdf/page/s02706638n,s02706638n,Sexual_anorexia,Yes
http://babelnet.org/rdf/page/s02709233n,s02709233n,Renal_medullary_fibroma,Yes
http://babelnet.org/rdf/page/s02709744n,s02709744n,Placental_villous_immaturity,Yes
http://babelnet.org/rdf/page/s02713154n,s02713154n,Cadang-cadang,Yes
http://babelnet.org/rdf/page/s02713988n,s02713988n,Enfermedad_de_Kikuchi-Fujimoto,Yes,
http://babelnet.org/rdf/page/s02714821n,s02714821n,Hypernasal_speech,Yes
http://babelnet.org/rdf/page/s02720666n,s02720666n,Smith_Martin_Dodd_syndrome,Yes
http://babelnet.org/rdf/page/s02721883n,s02721883n,Paramyotonia_congenita,Yes
http://babelnet.org/rdf/page/s02724562n,s02724562n,Winter-over_syndrome,Yes
http://babelnet.org/rdf/page/s02731501n,s02731501n,Clear_cell_papillary_renal_cell_carcinoma,Yes
http://babelnet.org/rdf/page/s02737108n,s02737108n,Psychoorganic_syndrome,Yes
http://babelnet.org/rdf/page/s02742683n,s02742683n,T_cell_deficiency,Yes
http://babelnet.org/rdf/page/s02744924n,s02744924n,TEMPI_syndrome,Yes
http://babelnet.org/rdf/page/s02747599n,s02747599n,Mammary_myofibroblastoma,Yes
http://babelnet.org/rdf/page/s02749606n,s02749606n,Genuphobia,Yes
http://babelnet.org/rdf/page/s02750508n,s02750508n,Hemorragia_vítrea,Yes,
http://babelnet.org/rdf/page/s02751330n,s02751330n,Inflammatory_fibroid_polyp,Yes
http://babelnet.org/rdf/page/s02752453n,s02752453n,Light_chain_deposition_disease,Yes
http://babelnet.org/rdf/page/s02754436n,s02754436n,Intoxication_au_toluène,Yes,
http://babelnet.org/rdf/page/s02756296n,s02756296n,Asthenozoospermia,Yes
http://babelnet.org/rdf/page/s02760786n,s02760786n,Social-emotional_agnosia,
http://babelnet.org/rdf/page/s02762093n,s02762093n,Jalili_syndrome,Yes
http://babelnet.org/rdf/page/s02766049n,s02766049n,Ectopic_testis,Yes
http://babelnet.org/rdf/page/s02766758n,s02766758n,Tetrahydrobiopterin_deficiency,Yes
http://babelnet.org/rdf/page/s02768017n,s02768017n,Visuospatial_dysgnosia,Yes
http://babelnet.org/rdf/page/s02769639n,s02769639n,Ovalocytose,
http://babelnet.org/rdf/page/s02771827n,s02771827n,echopraxia,Yes
http://babelnet.org/rdf/page/s02772965n,s02772965n,Microvasculature_remodeling,Yes
http://babelnet.org/rdf/page/s02775563n,s02775563n,Taussig–Bing_syndrome,Yes
http://babelnet.org/rdf/page/s02775807n,s02775807n,Cor_triatriatum,Yes
http://babelnet.org/rdf/page/s02778809n,s02778809n,Hyalinizing_clear_cell_carcinoma,Yes
http://babelnet.org/rdf/page/s02778918n,s02778918n,Chronic_allograft_nephropathy,Yes
http://babelnet.org/rdf/page/s02780978n,s02780978n,Hereditary_diffuse_leukoencephalopathy_with_spheroids,Yes
http://babelnet.org/rdf/page/s02782408n,s02782408n,CD25_deficiency,Yes
http://babelnet.org/rdf/page/s02784187n,s02784187n,Lenz_microphthalmia_syndrome,Yes
http://babelnet.org/rdf/page/s02793948n,s02793948n,Tangentiality,Yes
http://babelnet.org/rdf/page/s02797244n,s02797244n,Distal_hereditary_motor_neuronopathies,
http://babelnet.org/rdf/page/s02797520n,s02797520n,Acinar_cell_carcinoma_of_the_pancreas,Yes
http://babelnet.org/rdf/page/s02801001n,s02801001n,Crouzonodermoskeletal_syndrome,Yes
